,개방장소명,개방장소,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
가산동주민센터 공부방,가산동주민센터,가산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,N,1,0,0,0,24,35,책상+의자+냉난방+와이파이+TV+칠판,인터넷+방문+전화,,,서울특별시 금천구 가산동 142-45,서울특별시 금천구 가산동주민센터,,02-2627-5202,37.47741735,126.8916088,2022-09-08
독산1동주민센터 라온방,독산1동주민센터,독산,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,10,27,책상+의자,방문+전화,,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,서울특별시 금천구 독산1동주민센터,,02-2627-5233,37.47021905,126.8970301,2022-09-08
독산1동주민센터 가온마루,독산1동주민센터,독산,다목적실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,40,125,책상+의자,방문+전화,,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,서울특별시 금천구 독산1동주민센터,,02-2627-5233,37.47021905,126.897041,2022-09-08
독산1동주민센터 나눔교실2,독산1동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,60,117,책상+의자,방문+전화,,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,서울특별시 금천구 독산1동주민센터,,02-2627-5233,37.47021905,126.897041,2022-09-08
독산1동주민센터 나눔교실1,독산1동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,20,56,책상+의자,방문+전화,,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,서울특별시 금천구 독산1동주민센터,,02-2627-5233,37.47021905,126.897041,2022-09-08
독산1동주민센터 마을마루,독산1동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,30,127,책상+의자,방문+전화,,서울특별시 금천구 시흥대로 123길 11,,서울특별시 금천구 독산1동주민센터,,02-2627-5233,37.47021905,126.897041,2022-09-08
독산3동주민센터 강의실 3호,독산3동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,20,38,책상+의자,인터넷+방문+전화,,"서울특별시 금천구 독산로 317, B동",서울특별시 금천구 독산동 973-17,서울특별시 금천구 독산3동주민센터,,02-2627-5305,37.4751208,126.9031745,2022-09-08
독산3동주민센터 강의실 2호,독산3동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,20,36,책상+의자,인터넷+방문+전화,,"서울특별시 금천구 독산로 317, B동",서울특별시 금천구 독산동 973-17,서울특별시 금천구 독산3동주민센터,,02-2627-5305,37.4751208,126.9031745,2022-09-08
독산3동주민센터 강의실 1호,독산3동주민센터,독산,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,40,79,책상+의자,인터넷+방문+전화,,"서울특별시 금천구 독산로 317, B동",서울특별시 금천구 독산동 973-17,서울특별시 금천구 독산3동주민센터,,02-2627-5305,37.4751208,126.9031745,2022-09-08
독산4동주민센터 모두공간,독산4동주민센터,독산,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,12000,1,6000,20,64,책상+의자+빔프로젝터,인터넷+방문+전화,,서울특별시 금천구 독산로 232,서울특별시 금천구 독산동 1022,서울특별시 금천구 독산4동주민센터,,02-2104-5332,37.46755353,126.9021538,2022-09-08
독산4동주민센터 너나들방,독산4동주민센터,독산,다목적실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,20,67,책상+의자+취사설비,인터넷+방문+전화,,서울특별시 금천구 독산로 232,서울특별시 금천구 독산동 1022,서울특별시 금천구 독산4동주민센터,,02-2104-5332,37.46755353,126.9021538,2022-09-08
독산4동주민센터 문화관람실,독산4동주민센터,독산,강당,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,30000,1,15000,50,181,책상+의자+빔프로젝터,인터넷+방문+전화,,서울특별시 금천구 독산로 232,서울특별시 금천구 독산동 1022,서울특별시 금천구 독산4동주민센터,,02-2104-5332,37.46755353,126.9021538,2022-09-08
시흥1동주민센터 주민대화방,시흥1동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,15,35,책상+의자,방문+전화,,서울특별시 금천구 시흥대로58길 36,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥1동주민센터,,02-2104-5363,37.4535239,126.903241,2022-09-08
시흥1동주민센터 회의실,시흥1동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,50,94,책상+의자+마이크+빔프로젝터,방문+전화,,서울특별시 금천구 시흥대로58길 36,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥1동주민센터,,02-2104-5363,37.4535239,126.903241,2022-09-08
시흥1동주민센터 주민자치실,시흥1동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,15,40,책상+의자,방문+전화,,서울특별시 금천구 시흥대로58길 36,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥1동주민센터,,02-2104-5363,37.4535239,126.903241,2022-09-08
시흥1동주민센터 문화관람실,시흥1동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,30000,1,15000,100,229,책상+의자+마이크+빔프로젝터,방문+전화,,서울특별시 금천구 시흥대로58길 36,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥1동주민센터,,02-2104-5363,37.4535239,126.903241,2022-09-08
시흥2동주민센터 강의실2호,시흥2동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,30,60,책상+의자,인터넷+방문+전화,,서울특별시 금천구 금하로 764,서울특별시 금천구 시흥동 267-1,서울특별시 금천구 시흥2동주민센터,,02-2104-5405,37.449608,126.9146119,2022-09-08
시흥2동주민센터 강의실1호,시흥2동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,30,60,책상+의자,인터넷+방문+전화,,서울특별시 금천구 금하로 764,서울특별시 금천구 시흥동 267-1,서울특별시 금천구 시흥2동주민센터,,02-2104-5405,37.449608,126.9146119,2022-09-08
시흥3동주민센터 제2문화관람실,시흥3동주민센터,시흥,다목적실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,100,142,책상+의자,인터넷+방문+전화,,서울특별시 금천구 시흥대로18길 40,서울특별시 금천구 시흥동 956-3,서울특별시 금천구 시흥3동주민센터,,02-2104-5435,37.44028411,126.9058017,2022-09-08
시흥3동주민센터 소회의실,시흥3동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,20,89,책상+의자,인터넷+방문+전화,,서울특별시 금천구 시흥대로18길 40,서울특별시 금천구 시흥동 956-3,서울특별시 금천구 시흥3동주민센터,,02-2104-5435,37.44028411,126.9058017,2022-09-08
시흥3동주민센터 문화관람실,시흥3동주민센터,시흥,다목적실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,20000,1,10000,100,142,의자,인터넷+방문+전화,,서울특별시 금천구 시흥대로18길 40,서울특별시 금천구 시흥동 956-3,서울특별시 금천구 시흥3동주민센터,,02-2104-5435,37.44028411,126.9058017,2022-09-08
시흥4동주민센터 문화사랑방,시흥4동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,30,63,책상+의자,인터넷+방문+전화,,서울특별시 금천구 독산로 36길 14,,서울특별시 금천구 시흥4동주민센터,,02-2104-5462,37.4589501,126.9061709,2022-09-08
시흥4동주민센터 회의실,시흥4동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,50,64,책상+의자,인터넷+방문+전화,,서울특별시 금천구 독산로 36길 14,,서울특별시 금천구 시흥4동주민센터,,02-2104-5462,37.4589501,126.9061709,2022-09-08
시흥4동주민센터 문화관람실,시흥4동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,30000,1,15000,100,264,책상+의자,인터넷+방문+전화,,서울특별시 금천구 독산로 36길 14,,서울특별시 금천구 시흥4동주민센터,,02-2104-5462,37.4589501,126.9061709,2022-09-08
시흥4동주민센터 주민대화방,시흥4동주민센터,시흥,회의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,N,1,0,0,0,10,35,책상+의자,인터넷+방문+전화,,서울특별시 금천구 독산로 36길 14,,서울특별시 금천구 시흥4동주민센터,,02-2104-5462,37.4589501,126.9061709,2022-09-08
시흥5동주민센터 지하강의실,시흥5동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,40,75,책상+의자,방문+전화,,서울특별시 금천구 금하로 21길 20,,서울특별시 금천구 시흥5동주민센터,,02-2104-5502,37.4523569,126.9083072,2022-09-08
시흥5동주민센터 문화사랑방,시흥5동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,10000,1,5000,30,43,책상+의자,방문+전화,,서울특별시 금천구 금하로 21길 20,,서울특별시 금천구 시흥5동주민센터,,02-2104-5502,37.4523569,126.9083072,2022-09-08
시흥5동주민센터 문화관람실,시흥5동주민센터,시흥,강의실,월+화+수+목+금+토+일,0:00,0:00,0:00,0:00,Y,1,15000,1,7500,50,87,책상+의자,방문+전화,,서울특별시 금천구 금하로 21길 20,,서울특별시 금천구 시흥5동주민센터,,02-2104-5502,37.4523569,126.9083072,2022-09-08
신도림동주민센터 2층 문화교실,신도림동주민센터,신도,강의실,토+일,14:00,18:00,0:00,0:00,N,,,,,10,27,,인터넷,,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-44,서울특별시 구로구 신도림동주민센터,,02-2620-7100,37.50779304,126.8805952,2022-10-28
신도림동주민센터 3층 하모니홀,신도림동주민센터,신도,강의실,토+일,16:00,18:00,0:00,0:00,N,,,,,15,60,,인터넷,,서울특별시 구로구 신도림로 40,서울특별시 구로구 신도림동 390-44,서울특별시 구로구 신도림동주민센터,,02-2620-7100,37.50779304,126.8805952,2022-10-28
구로1동 주민센터 2층 회의실,구로1동 주민센터,구로,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,20,55,,인터넷,,서울특별시 구로구 구일로4길 57,서울특별시 구로구 구로동 685-213,서울특별시 구로구 구로1동주민센터,,02-2620-7200,37.49304008,126.8757883,2022-10-28
구로2동주민센터 3층 다목적실,구로2동 주민센터,구로,강의실,토+일,13:00,18:00,0:00,0:00,N,,,,,30,160,,인터넷,,서울특별시 구로구 구로동로50길 10,서울특별시 구로구 구로동 494-20,서울특별시 구로구 구로2동주민센터,,02-2620-7300,37.499238,126.882911,2022-10-28
구로2동주민센터 3층 프로그램실,구로2동 주민센터,구로,강당,토+일,9:00,18:00,0:00,0:00,N,,,,,30,170,,인터넷,,서울특별시 구로구 구로동로50길 10,서울특별시 구로구 구로동 494-20,서울특별시 구로구 구로2동주민센터,,02-2620-7300,37.499238,126.882911,2022-10-28
구로3동주민센터 3층 2강의실,구로3동 주민센터,구로,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,15,45,,인터넷,,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-22,서울특별시 구로구 구로3동주민센터,,02-2620-7400,37.48734704,126.89033,2022-10-28
구로3동주민센터 3층 1강의실,구로3동 주민센터,구로,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,30,70,,인터넷,,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-22,서울특별시 구로구 구로3동주민센터,,02-2620-7400,37.48734704,126.89033,2022-10-28
구로3동주민센터 4층 3강의실,구로3동 주민센터,구로,강의실,토+일,9:00,18:00,0:00,0:00,N,,,,,25,43,,인터넷,,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-22,서울특별시 구로구 구로3동주민센터,,02-2620-7400,37.48734704,126.89033,2022-10-28
구로5동주민센터 2층 문화강좌실,구로5동주민센터,구로,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,20,76,,인터넷,,서울특별시 구로구 구로중앙로28길 66,서울특별시 구로구 구로동 109-4,서울특별시 구로구 구로5동주민센터,,02-2620-7600,37.50012501,126.8893378,2022-10-28
고척1동주민센터 2층 소통카페,고척1동주민센터,고척,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,20,50,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,37.50040448,126.8627884,2022-10-28
고척1동주민센터 지하 다목적실,고척1동주민센터,고척,기타,토+일,9:00,18:00,0:00,0:00,N,,,,,15,30,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,37.50040448,126.8627884,2022-10-28
고척1동주민센터 3층 다기능방,고척1동주민센터,고척,기타,토+일,9:00,18:00,0:00,0:00,N,,,,,20,40,,인터넷,,서울특별시 구로구 중앙로3길 18-8,서울특별시 구로구 고척동 82-9,서울특별시 구로구 고척1동주민센터,,02-2620-7800,37.50040448,126.8627884,2022-10-28
고척2동주민센터 3층 주민사랑방,고척2동주민센터,고척,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,15,21,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 고척2동주민센터,,02-2620-7900,37.506649,126.8586053,2022-10-28
고척2동주민센터 3층 2다목적실,고척2동주민센터,고척,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,10,20,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 고척2동주민센터,,02-2620-7900,37.506649,126.8586053,2022-10-28
고척2동주민센터 2층 회의실,고척2동주민센터,고척,기타,토+일,9:00,18:00,0:00,0:00,N,,,,,20,50,,인터넷,,서울특별시 구로구 중앙로15길 22,서울특별시 구로구 고척동 339-2,서울특별시 구로구 개봉1동주민센터,,02-2620-7150,37.50669208,126.8586053,2022-10-28
개봉3동주민센터 3층 다목적실,개봉3동주민센터,개봉,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,30,103,,인터넷,,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,서울특별시 구로구 개봉3동주민센터,,02-2620-7350,37.485803,126.8538239,2022-10-28
개봉3동주민센터 지하 다목적실,개봉3동주민센터,개봉,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,15,40,,인터넷,,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,서울특별시 구로구 개봉3동주민센터,,02-2620-7350,37.485803,126.8538239,2022-10-28
오류1동주민센터 임시청사 지하교육관,오류1동주민센터,오류,회의실,토+일,9:00,18:00,0:00,0:00,N,,,,,45,164,,인터넷,,서울특별시 구로구 경인로27길 7,서울특별시 구로구 오류동 31-138,서울특별시 구로구 오류1동주민센터,,02-2620-7450,37.49707663,126.845156,2022-10-28
오류2동주민센터 2층 다기능실,오류2동주민센터,오류,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,15,33,,인터넷,,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,서울특별시 구로구 오류2동주민센터,,02-2620-7550,37.48881354,126.8395133,2022-10-28
오류2동주민센터 3층 다기능실,오류2동주민센터,오류,다목적실,토+일,13:00,18:00,0:00,0:00,N,,,,,25,70,,인터넷,,서울특별시 구로구 오류로 45,서울특별시 구로구 오류동 172-76,서울특별시 구로구 오류2동주민센터,,02-2620-7550,37.48881354,126.8395133,2022-10-28
수궁동 지하강의실,수궁동주민센터,수궁,다목적실,토+일,9:00,18:00,0:00,0:00,N,,,,,10,20,,인터넷,,서울특별시 구로구 오리로15길 32,서울특별시 구로구 궁동 213-42,서울특별시 구로구 수궁동주민센터,,02-2620-7650,37.493864,126.8314768,2022-10-28
